hgnc_symbol	logFC	rank	AveExpr
TFCP2L1	55.9256041206666	3.56021629357303	31.7986244800619
ARMC8	60.2059210901633	3.53364070047815	66.2447717749324
TMEM43	58.900195594104	3.47683719608698	151.220149897388
SGK1	786.071616758874	3.47683719608698	534.36238762945
TSPYL2	35.5683418520453	3.47683719608698	39.0679743011231
SEC14L2	28.463397265187	3.47111237718876	27.5325871541434
SLC26A2	66.0250722083126	3.47111237718876	61.4048504132298
SLC20A1	582.171832442465	3.45946956637134	672.730880316421
MT1M	1.76884800224147	3.44233977838835	1.14923120821932
JADE1	37.2032688912985	3.44233977838835	74.0310874548939
PDLIM1	57.9584063740576	3.44233977838835	132.112778995168
CFLAR-AS1	4.61371933788992	3.44233977838835	5.62870846661478
MCL1	165.34203124651	3.40750397244024	281.143898270513
ACSL1	65.7365253863258	3.40750397244024	69.4061104259195
ST3GAL1	54.3415864535169	3.40077527774034	86.7125493034632
NNMT	18.6708254390307	3.3841106465344	16.1329211223559
TIPARP	57.6938213124101	3.35857388894968	70.8437940845384
CD109	2.79076656027352	3.35070837991122	1.81290906721012
RASL11B	1.39516956020655	3.34503715543196	0.910665435602121
SH3BP4	50.757526182739	3.33978414197385	111.252459440324
B3GNT5	53.1980604963367	3.32484430818002	70.4098535332152
RP11-43D2.6	2.02454780847982	3.30953762518864	2.86115601431479
CDC42EP3	145.355564790912	3.29286723247399	245.511657672223
EPSTI1	2.551531009729	3.2895312873237	2.30602112414917
NFKBIA	63.9486282332442	3.24221283140749	79.0320312636049
EDN1	17.7986497035437	3.23849363198768	17.2927339559504
SP110	14.2938826296312	3.23109954876393	14.9719848282062
ANGPTL4	90.0617076690659	3.21623901783673	60.1982612299622
HPGD	1.40901853414711	3.21189742847783	1.30198561017508
PACSIN2	48.0045933464351	3.21084253292472	112.379516117192
PKP2	45.157256030482	3.19077975920102	71.7884493737364
DDIT4	169.998617977761	3.19077975920102	166.375548430893
NUDT16L2P	4.76666582163711	3.19077975920102	7.2268443554089
VCL	300.080938113779	3.19077975920102	571.712613410647
RPRD1B	55.3433586480403	3.19077975920102	82.8950565083795
TXNIP	281.119513215526	3.18371953941786	463.874446206847
MT1G	3.38894991159836	3.16369308962674	2.35465656291827
GADD45B	27.6133342124967	3.16369308962674	30.3428746089419
CDC20	237.882816627715	3.16369308962674	426.276860378429
GADD45A	50.9638831083454	3.15035403229325	73.5690429040034
TRNP1	4.82194354232845	3.12705528546365	6.0563607393492
CEBPB	153.45405702863	3.10572795487613	95.0257118630615
SLC38A2	290.44114514231	3.10512928663526	431.441636874843
LHFPL2	35.8055284242074	3.09442909488597	67.3278960176046
EXPH5	7.56963258642311	3.0658198913239	9.56007370405771
KRT7-AS	79.3204643141744	3.05038910994157	124.648525990001
FOXN3	44.2380292929287	3.05038910994157	117.161832801885
MYC	78.6335853672251	3.028696151516	119.10711670513
SLC17A5	60.8173546600826	3.02697367796321	72.0230904927512
LINC01106	11.1192736796398	3.02131239551515	16.6451985181573
AMMECR1	24.6153532443348	3.0149383240634	31.5264166119301
MCF2L2	14.7605562232811	3.0149383240634	18.9696927795178
IKZF2	4.85696398837	3.00955674188588	6.44706009965769
SNAI2	56.8268317410158	2.99502435563894	55.8565518472034
LIFR	107.621855129794	2.98712326605921	125.713089406004
ID1	44.9268382905741	2.9784248137689	76.7666602191637
SLC19A2	20.6303315780641	2.9784248137689	27.8709686288094
MTSS1	1.63185533243139	2.9784248137689	2.90118932177889
ZBTB38	92.0895821051237	2.97632463784206	188.036839513506
SSBP2	9.81062550274819	2.95375905018945	11.3854804506804
FBLN1	5.39142819810624	2.94921333460718	5.70537476203001
LDLRAD3	24.80734518376	2.94018653868591	45.1197098241215
PRKCH	2.07157093126216	2.92449640305559	3.59014956207394
NFIA	27.4250457614031	2.91335838791484	38.0467319707093
STARD4-AS1	8.64904244075932	2.91180901044707	9.62420544245007
TNFRSF1A	78.7768276525807	2.91180901044707	180.318126478911
CPEB4	31.2056579764394	2.89237599949757	50.3782969571497
BIRC2	122.242292993323	2.89237599949757	227.382608197079
SLC22A5	25.528535117714	2.87087116182056	43.2622896565703
NEBL	8.9659861113314	2.87087116182056	7.78523307721037
BCL6	23.7658713085771	2.87087116182056	29.6487970988487
MAP2	4.99422678107611	2.84848613095183	4.84317133731659
ASAP2	68.6679968855263	2.8292545538049	149.278026691259
RASSF4	22.8332567319968	2.8292545538049	36.2027228191906
HIVEP2	41.7317933583889	2.80884021895974	66.4029977974488
ADGRF4	2.84258501425366	2.80884021895974	2.74401497073194
CTDSPL	58.3311182492195	2.80884021895974	128.215290015608
TMEM164	42.3346217798876	2.80396622752607	70.2773730832109
AKAP13	41.5504963119901	2.77203531547656	59.5657209549336
IL6R	2.16983443672083	2.76861713035165	2.8255324937887
ZNF114	22.8887006796718	2.75246513268727	29.9538885051093
NFIA-AS1	0.856988297414928	2.7500105716787	0.940885697676256
TOP1	223.982246515881	2.74509574247764	301.967059436911
CEBPD	9.69093357285466	2.73239910932456	9.62921226095217
DCUN1D3	7.86236343410137	2.73052119130863	11.6663747771974
RESF1	34.6583313670495	2.71871646745336	38.9603587809161
IP6K2	36.4735524330952	2.70695133182236	76.2278696251076
KLF13	47.7169414339907	2.70695133182236	46.6250836523716
DYNC2I1	25.7221950965748	2.69621788267045	43.5276673766033
KIF13B	45.6473737350636	2.69598942685246	51.5811349891401
CYTH3	34.8002296630246	2.69598942685246	103.094179172479
NREP	28.2865007975954	2.68498919221568	30.7128705920726
THBD	65.1582843809612	2.68261234559908	72.1856637547974
ESYT2	109.777832982943	2.68111870848474	288.102348912388
C6orf62	43.9630953618463	2.67515839686844	173.070869578014
AC008069.3	5.30805664958647	2.67490121391088	9.10358959576137
SLC44A3-AS1	2.91893320082098	2.66588683326912	5.3213385807206
ARL4D	13.0518372678405	2.66149580419654	14.7227421969833
ADRA1B	18.8078156898876	2.66149580419654	16.6897671541434
ZNF57	2.87843567063907	2.66149580419654	3.76399794763815
LPIN1	27.3201167855648	2.63763231791146	50.1292343618015
AREG	29.7158846105909	2.63763231791146	47.1146707020238
EMP1	60.6140854579873	2.61966043343871	195.571741503917
TBC1D12	19.4819219261876	2.61487174315619	32.345380595553
LY6K	2.68190837312967	2.61266718532302	4.2202688906972
RHOU	4.03543827432679	2.61161176363389	5.86716510653217
SCNN1B	0.614261145574029	2.60962906865245	0.342433478722661
CAMK2N1	22.1153409952641	2.59510707457703	24.148548082361
AREGB	24.4399832933863	2.59510707457703	36.870443752492
NEDD4	31.2244430905974	2.5941045742824	55.9153381791908
RAB20	3.56114171779201	2.58832309200222	7.71428150009062
BATF	3.70431397390638	2.57720555856172	2.87981183343928
AMMECR1-IT1	0.653846672225335	2.5588559742889	0.680419381459039
RP11-178G16.2	4.52917871213506	2.5588559742889	9.78934125908057
ZNF608	20.4830297339566	2.55869006050456	26.8309913346855
PPARGC1A	2.76960592531555	2.55624599618302	3.93328879851261
DNAJB4	29.4060685116493	2.54812977881826	31.4314212487029
ANKRD28	111.130816947643	2.54812977881826	216.459851759494
PLEKHA7	102.588260193239	2.54504363974269	180.823785344573
ZFP36	22.0271143003942	2.54117242136275	20.0380953959487
NCOA3	50.6331556998916	2.54092786293784	81.7800422549115
SCEL	1.1585578764602	2.53195375284266	0.811255841444895
CPD	261.667545247482	2.52439957807187	401.23876399931
FAM222B	19.8173650695851	2.51915321155047	31.7058529361212
RHOBTB1	1.83139459357546	2.51852080033252	4.46653316791207
PLPP3	18.192025851628	2.51799238534832	28.8118127412423
RP1-96H9.6	15.9162653754307	2.5171894248482	32.3183363791348
ZNF365	0.941899100644246	2.51350125589765	0.699437199799244
CDK5R1	14.9555391063662	2.50150124349294	23.4226595275265
PLXNA2	96.9974993822572	2.50150124349294	97.0833154808771
ZNF354A	3.4227511418943	2.49408489195047	8.45727077487285
TTLL11	3.78923337957586	2.49408489195047	8.05586586310192
EZR-AS1	3.07260713411753	2.49408489195047	6.11726091538258
BAIAP2	103.648094878849	2.49408489195047	125.578637527581
FRMD3	7.82280958549657	2.49237617209631	10.5150931320516
XKRX	2.04171288151226	2.48708514427291	1.19875196636593
RPL35AP27	0.584576069127552	2.47838681949735	1.16198876951364
GRAMD2B	28.8513269838451	2.47476337587648	52.1647729029043
PTGS2	3.42349891169109	2.47476337587648	2.40367841257067
KCMF1	33.9027196351123	2.46277193726792	87.8777218955307
RANBP17	7.58796787633742	2.46277193726792	12.3534979762203
ALCAM	187.74149693723	2.4621458606902	438.512640612745
RAB11FIP1	37.9904217916853	2.45469208081654	91.4730106599317
ELK3	43.0934518542074	2.43463889532858	130.955045269545
KCNMB4	0.562620608186436	2.43345408049438	0.677194522791249
NUDT4	35.6075964170993	2.42103240405597	81.5788532514973
PRRG1	6.40181335617913	2.38331679178683	13.5207503951079
GPR87	1.7025044662388	2.38088415355227	2.46653048617909
BCL2L1	98.3240362512597	2.37760952744337	366.419621608532
SVIL	36.9686988992191	2.37760952744337	121.050579252475
GREB1L	4.0738384097805	2.36814764400294	10.5266632068188
PGM2L1	12.73027036875	2.36814764400294	19.6223556304091
ZC3H12C	22.1252769499824	2.36157012728761	36.4886856248541
PSCA	0.553201688619042	2.35633252704181	0.523705430150791
SAMD4A	31.7344718176838	2.34206247497379	86.735894728139
AC009950.1	0.679936825907396	2.33275709483834	1.01268732460081
ZDHHC9	17.6177590845825	2.32925681644475	52.7692061225329
ITGA5	477.897474372015	2.31657404753106	539.419942900508
RP11-123B3.6	6.99796556784612	2.31389380181431	13.5695257490152
KRT7	502.363303074215	2.309175908758	936.939901215133
VGLL3	2.62256697898592	2.30512042594489	9.28016905769931
PHBP6	1.07280866201109	2.30430238376622	2.85010843909482
PIAS3	42.1231022570849	2.30430238376622	117.458121899618
LURAP1L	1.16757537598706	2.30430238376622	1.78231435566303
SLC35D1	22.1946804543681	2.30183342678958	32.8907630401657
DHRS3	2.60908945598495	2.290419842333	3.77804085107998
ACSL3	30.6658170105834	2.28695908379609	68.927636639519
PGBD3	3.818083428658	2.27631787373309	6.14198510599156
CNN3	59.794555838912	2.27030725151609	302.205238616411
CDC20P1	3.24894850059081	2.27030725151609	6.21182976741974
MOSMO	4.15256326366887	2.27030725151609	11.1219887827227
MT1A	1.55428323095256	2.2695201390124	1.35751647647106
TGFB2	42.8946729433163	2.2695201390124	139.369071908062
SDC4	21.3583526817989	2.26567298546471	91.369663911483
GTF2I	136.02012569737	2.26567298546471	432.757162952187
FNBP1L	33.2288651481735	2.26510569020958	73.8350329011613
ST3GAL6	13.4913795915933	2.26492301646247	22.2320515120225
PPME1	85.6220390585683	2.26205002028621	306.912400633164
ETS2	21.3646417157273	2.25700026134125	62.6782900590107
APBB2	39.3268747315351	2.2540819557196	112.357347203441
NABP1	22.6327882598571	2.25059218492832	65.617093467608
ENDOD1	26.1618287106259	2.2403359925243	73.2852661409262
DNAH5	1.828857414061	2.23875112771542	5.37763217640235
TENT5B	45.2541842834525	2.23334766938384	36.9332173094579
PANX1	20.4510128873664	2.23150323908734	49.9192422864691
SLC46A3	5.91757002598885	2.22508787343662	8.20908710369474
PPP2CB	28.1791266396886	2.21694376912075	85.8009148529196
MLPH	16.7968806042339	2.21694376912075	83.6094506441459
PPARG	23.0617779527275	2.21694376912075	39.3914500618148
PHBP15	1.00578565703922	2.21694376912075	2.23719322518372
NFIL3	16.6421661509527	2.21131958770131	23.5794972295075
CRY2	8.7605586282315	2.20679389658312	15.4962442074768
ELL2P1	3.32365257861825	2.20679389658312	4.28266863822069
OXSR1	54.398021362446	2.19969041220431	141.292670906075
FAM107B	25.6843181270686	2.19543675372771	58.2108946288437
CD24P4	2.67523757477285	2.18277059628817	5.64930945187534
CALB1	0.642163672262753	2.18173674160559	1.77816949899066
KCNH2	0.403541629664417	2.18173674160559	0.259252184800078
AXIN2	2.731575311839	2.17717902313043	4.68287955660501
REXO2	17.7582308140651	2.17367209843546	101.033788048773
UCA1	30.5530821275184	2.16944686796577	69.535882517939
CASTOR1	23.3520143561542	2.16724813253806	20.6790044602503
ITPKC	18.6143343583033	2.16304425710076	21.3517005343701
PALLD	42.1483815950637	2.15815293737159	192.16137124056
VIPR1	32.2930813381348	2.1552310709861	38.4134625278814
LINC01123	14.8798847207667	2.153473602839	25.5242666883681
SORT1	70.5512814880967	2.15233932208925	208.187187214657
ARHGAP31	11.4741969131669	2.15233932208925	23.0470179250789
TAF8	18.3744778573627	2.1507371857953	58.787913540724
EPS8	29.4994585803498	2.14990693086984	78.1157846038409
GTF2IP1	65.261670410929	2.14990693086984	193.434836694658
CLDN7	5.47413881149707	2.13110112616881	11.8747092240259
FMO5	1.32101888140934	2.13029391644911	1.87386904018124
PNMT	3.67543984777411	2.13029391644911	1.95981312818984
KLHL24	4.12976752904274	2.12774389502273	6.66476206220161
ITGB1BP1	35.5726097191739	2.12774389502273	110.962918089534
PCGF5	25.1907152571687	2.12774389502273	90.8895602004563
CRK	19.2442131743783	2.1168211276052	108.252851078668
TTI1	23.774274386381	2.11663681588894	63.963984839451
EPB41L4B	20.8628458051666	2.11384688396254	54.7409876211009
KLF5	15.5165473553056	2.11384688396254	33.7466403826702
SCNN1A	39.7057126005853	2.1137651774638	46.7769781667424
GPCPD1	7.20917415060876	2.11271066241002	12.4693451273749
MYO1E	19.5511096289354	2.09684948191358	59.9992264171343
METTL7A	2.02650965761653	2.09043285091088	4.34663087206455
STOM	9.48133040559993	2.09022565068349	17.3560699754428
RP3-341D10.4	0.952608215943367	2.08628211342734	1.97083742058298
PDXK	78.2741636596574	2.08331270650627	214.649771271234
ALPP	119.677110925838	2.07241821213421	90.5148225393752
AC068669.2	0.47352723041984	2.06146023335914	0.687543870544846
ANKRD35	0.319386699890738	2.0289881145311	0.189898168314631
HERC3	19.2047837160116	2.02879770575885	35.8441344667877
XDH	1.70353769498909	2.02545764417878	2.79607883895914
EFNB2	29.0801676098962	2.02505128362218	91.6510757467296
LMBR1	26.9862814698839	2.02162282936862	64.0350354329205
FERMT2	43.5461565032716	2.01935954689689	131.167623973908
ABHD2	24.0966067514192	2.0163658007011	101.843463402452
NBN	29.1306613776193	2.00645291764742	67.8503322264511
PLCG1-AS1	12.4400483256101	1.99738218717997	19.4580801761617
ZDHHC7	13.9681970879596	1.99191713658399	71.3729331452951
IMPDH1P10	8.68660926819232	1.99191713658399	12.1827172960049
PKDCC	8.12916865071763	1.9895616995577	8.86776469718959
NAMPT	73.726933993185	1.97797807055887	228.724775739947
STON2	1.20108795329727	1.97490926101558	0.871886480302157
CDK6	58.2889391198444	1.97441440449393	172.530732831999
GLIS3	8.08506629371544	1.96929201363122	15.8781380965449
TRABD2A	3.17740225417164	1.96757276578266	6.66279652520698
JARID2	18.913084527114	1.96578155345861	68.7491115664279
TOP1P1	2.95661863155363	1.9500618573672	3.81936605135096
TRPS1	1.9557950712527	1.94978837839479	5.11888562843312
PRKX	10.7574158755114	1.94886780130376	22.5402722429374
TNFAIP3	5.59723446984394	1.94886780130376	10.3372926891184
CHIC2	8.0212984665287	1.94435160922613	15.4350620049444
ATOH8	18.1015373044612	1.94429437196115	17.3335907252783
ERCC6	14.9497220825274	1.94306059563853	31.4374590259351
POU2F1	15.0966899439537	1.94206414358886	43.9762058383434
ZFHX3	37.3839791505277	1.92702302712202	62.8958476058565
KRT6B	2.45815758806889	1.92657953358423	3.2088514728068
ABLIM2	4.65535224260146	1.92001628176457	3.52685211074108
SNHG15	2.07782996653771	1.92001628176457	6.04325608989979
ENAH	20.0247921353953	1.91826845440377	63.0591693940779
CDC42	36.6820294150647	1.91438587371905	201.037434129706
LNX2	4.5362595324725	1.91401695467609	11.6677556891562
DNAAF9	7.99616365404034	1.91005778131718	22.4978430249045
EFEMP1	20.1522906969433	1.91005778131718	97.552846289735
PEX11B	3.08742938169206	1.91005778131718	8.22850368021307
CCDC6	32.2569315807348	1.90989024533428	79.2598702421311
YPEL2	0.645063866036812	1.90989024533428	1.11545590378779
GTF2IP4	53.2277508184446	1.90989024533428	184.541596040635
AC004510.1	21.5140424155955	1.90969771788242	47.2448985654341
LRRC8A	93.7918628065197	1.90337306647039	209.43794881911
NRIP1	12.625611602456	1.9016471717879	23.1721069429924
ZNF2	0.793195875343962	1.89862126414661	4.72177502404665
FBN1	16.265912164647	1.89838897002958	42.1517245891977
PCNX4	96.9254998700346	1.89838897002958	249.484160717081
MT1F	1.25735007569393	1.89464259185059	1.21424373024285
RNF144A	5.37260101123148	1.88905830010204	10.3020020719047
DMBT1	54.8069485124439	1.88905830010204	64.7921934485195
IGF2BP2	18.2131994879706	1.88654276516596	106.619705381828
ZFP36L2	84.5188583989555	1.88567636682418	104.160013782242
HEG1	97.2666007102207	1.88553571047863	307.34335353589
EFNA5	11.474559333915	1.87984129425985	37.5681116614277
CDC37L1	0.873208676649957	1.87649887437573	2.85549114515829
UBC	298.384675567238	1.87580151183447	965.564774981994
ATP1A1-AS1	18.3530349440078	1.8709781479161	86.0022986897364
PAG1	12.6016837568097	1.86642221254757	32.2044299716643
OR7E14P	1.38866556621208	1.86640699212442	2.2251190455817
LRRC42	16.8779099366834	1.85950844851618	62.0081281865327
AP000269.1	0.608388130305779	1.85950844851618	0.662933051091611
JAK1	44.4421441903937	1.85950844851618	141.141849438858
CCT8P1	1.37242302730204	1.84318794246515	6.40293343116399
RHOB	44.0006978747057	1.83534100664223	39.1484319207937
PHF20	16.0224615749853	1.83534100664223	65.1764245718645
SP6	8.36444294794518	1.83357189493102	9.56615741708248
SLFN5	1.11803309415271	1.83310905026927	2.52315645307154
RAD23B	24.8579049208333	1.8320530771606	249.518331263814
MACROH2A1	52.839581494956	1.831241764011	295.892410028718
UBE2E1	23.08598160771	1.82818258345972	66.7643195877684
TOB1	3.23958587313624	1.82506051521491	8.54230499567556
BLCAP	12.1833091653699	1.82367094112654	63.118990229932
STEAP1	1.34118037458468	1.82109020066353	4.06240773398018
OTULINL	2.13588805874415	1.81774929750844	6.89897545280973
SGMS1	16.0387672354646	1.81541240913696	52.0331105364353
ERVMER34-1	1.75317558402494	1.81200943819615	2.61674564878887
CCDC28A	0.877998813763916	1.81200943819615	3.35755689063896
PLSCR1	9.3863371164595	1.80756425831188	20.4715004855871
LGALSL	1.48134717353743	1.8035429711352	3.9992888766066
NEK11	1.78040604792288	1.79941678966551	3.75741467747851
SLC43A3	71.800041161957	1.79941678966551	415.6290314389
NAMPTP1	28.9378530572621	1.79941678966551	90.4953260253739
MUL1	13.96401359938	1.78719216501228	48.6427486826868
ATP2B1	62.3626793530613	1.78493459962975	194.014861235138
DNAJB1	22.590989033467	1.78184553543894	144.857813901363
YWHAQ	143.503039209616	1.76933711878459	523.382738694825
KIAA0232	14.2941006103845	1.76798360592961	46.7429574127332
FNDC3B	51.6029723935597	1.75978426608205	188.276740476897
RDX	53.898107453706	1.75963654821486	157.843497852543
FHDC1	9.71131173178302	1.75963654821486	9.05852499634592
ALPG	31.1239255704921	1.7586515251667	24.0243865206193
ANKRD44	3.35403530390827	1.75759836281094	5.88189660480039
PDZD2	7.2554381699716	1.75058867299677	16.8726321345627
FAH	11.440828582537	1.75050538874141	36.7939130627394
GPSM2	26.220134673953	1.75050538874141	74.032979600069
LAMP1	19.3936046131723	1.748659595953	215.171153765462
FAM118A	2.60383136442181	1.74803215805777	10.2366993288377
CCDC126	0.842658445551227	1.74803215805777	3.28750846889861
PHLPP1	20.8911651037436	1.74775418151367	35.6350660448519
FTH1	308.404461155612	1.74742920636432	892.418699614185
B4GALT1	31.778519296157	1.74571587700876	146.684786947814
UBE2E2	7.08509543190484	1.74532761999713	20.9690107546621
CTNNBL1	15.6307670311567	1.74167481075323	64.6625273774553
FTH1P4	0.770340664215717	1.73712127502754	3.29706969849584
PLSCR4	2.17112249438244	1.71858980182464	8.97952906031999
ETNK2	18.4955928226942	1.7134886571977	30.3859427355827
ATP7B	0.967768345294333	1.7134886571977	5.23747598601677
CAB39	32.723035004832	1.7134886571977	113.074851277619
MIR3936HG	1.67785867321505	1.70833401209502	3.73490622416641
NUDT4B	3.30568482684001	1.70574306576927	9.68570604394239
PHKA1	13.275100345654	1.70292821391825	37.2511514491204
KRT87P	2.65510400479971	1.70259997038394	4.39223358192597
TRIM22	0.652440619708233	1.70197950875476	1.6809878595539
CERS6-AS1	5.11717780053397	1.70197950875476	13.3421193602052
SPOP	18.8613712394492	1.70189034693922	57.7268092028634
TTPAL	10.8153523659981	1.70189034693922	35.7251913484211
ARID5B	8.82280472109283	1.70065080070319	22.2931929328587
PRKCD	21.9301268609155	1.69873265920638	60.6508296650232
AIDAP1	1.66164871628846	1.69873265920638	7.50657240058666
FEM1C	16.135179621506	1.69873265920638	45.4084230140542
WARS2-AS1	2.81355916246712	1.69786336417659	9.92909536509434
PER1	199.030968131316	1.69572611080438	113.864112307403
ZC3H12A	9.055281740282	1.69572611080438	12.0352885224098
HMGN1P36	0.495438285871056	1.69523771681879	2.89831363116679
LINC00511	4.72009807654196	1.69208721380851	11.4586217242884
CRYBG1	21.4940225849904	1.68745259052369	54.1666761598614
PTGS1	3.39429129552351	1.68538538894128	7.05761344030543
REPS2	8.61118671276683	1.68538538894128	21.6028690545
HES7	0.383148480865681	1.68473660622379	0.364988878500257
THNSL1	2.00049991059351	1.68348121409987	5.99418373117701
EGFR	77.1578733881639	1.68050931116937	420.309056086198
TPM1	18.8804611473398	1.68023473488969	80.4477501286324
MAFB	0.933186233743065	1.67940120712252	1.26632335994578
CPNE7	15.8122886110197	1.67940120712252	18.4740751124366
GALNT1	24.1626588836491	1.67940120712252	86.4145415159355
SLC38A1	33.6401894113333	1.67150352008114	90.0886984566034
PON2	3.76711245233977	1.66888699901255	12.4653918207516
AUH	1.63296594676649	1.66827983819132	5.94411400672918
TMEM245	38.546396917127	1.66677982921944	191.027547229958
NAV2-AS1	2.06977287760681	1.66249549406342	5.21974624342869
PPTC7	16.4727118515174	1.66106589269996	46.8127636641561
APOOL	2.6901863406905	1.65756960284949	12.083890731537
ASAP3	39.2831655514081	1.65592717316334	87.3271218805421
NIPAL3	15.9103835922162	1.65455662596512	106.293553869367
FSTL3	43.8376955591525	1.65455662596512	64.9586898078454
THRA	32.0859234370622	1.65325267873517	48.5970454102861
FOXN2	6.52362980391923	1.65321097635839	20.6272895021572
FTH1P12	1.95537525548691	1.6524471947534	8.03392597010983
SLC31A2	5.7825308428676	1.65232283005136	20.4696853033089
BEST1	361.92183368827	1.65060878938793	940.280587576039
ACSL3-AS1	0.671594529241995	1.65060878938793	1.49196015541415
RAP1GDS1	21.6378752742765	1.64778519293398	72.1640520815036
MAP1LC3B2	2.51510872823463	1.64701970532798	9.30256047682385
NDRG1	97.7548999574159	1.64625257756747	467.863970312955
WDFY3	35.9004012983378	1.64198068280816	100.813315095972
PHBP5	0.771841933619823	1.63658454763213	3.3718160478971
MBNL1	45.3521914167	1.63599415904979	175.083563451811
MAP3K1	21.5942293243811	1.63599415904979	59.5968401733243
TIAM1	3.64163445731811	1.6340420419095	11.7154613271957
TANC2	26.9465923325977	1.6340420419095	120.629366755633
PLAT	52.8133952552106	1.62970587123019	190.201158596975
ZSCAN21	1.81007950642617	1.6277763713901	7.22178948255411
CD59	54.359516452004	1.62419990418911	191.143627343508
JAGN1	6.08629811312213	1.62419990418911	18.5435136282455
CPT1A	19.8259934440061	1.6203111381914	97.9433514551106
UBE2B	10.3867732615842	1.6203111381914	36.7920538379162
TCN2	0.697304572901386	1.61811359126836	2.82425243886344
CAV1	163.072141996328	1.61587957357412	772.195596531016
PRDX6	33.674280701135	1.61447547737131	137.316675060716
MAT2A	84.0127226308606	1.6096883801034	306.29071748858
SLCO2A1	1.47304410207021	1.59887502948968	1.86695154287223
TMSB10P1	0.45213168792467	1.59147113317635	3.02128595007423
SRSF3	53.77220075162	1.58775578158068	185.523631825027
EMP2	11.5500951006217	1.58775578158068	33.5617695072724
TP53BP2	16.427059760996	1.58650141165135	64.9187608047469
NR1D2	16.9854175295835	1.58637963173192	59.4782290742946
COPS8	18.8667756654917	1.58637963173192	49.7186781901306
FAM228B	0.680602215831737	1.58628868311952	3.26861217729103
MAP1LC3B	19.7727003322483	1.58628868311952	53.3664932232629
ZNF17	0.874730130037224	1.58628868311952	3.57117508416844
DCBLD2	117.477882218732	1.58470488333711	458.962509962989
SORBS2	5.24007571980796	1.57664531317914	14.2718423507881
STK39	14.7755289516941	1.57664531317914	44.5800869483307
KRT75	2.23559896406299	1.57266936111298	2.48819115266592
CDC42SE1	10.5295009738047	1.57099352004412	61.9229549517625
AL365502.1	2.42741537480688	1.56962763130003	6.93621829896446
