"ensembl_gene_id"	"hgnc_symbol"	"MDA231_DEX_4hr_rep1_SL35876"	"MDA231_DEX_4hr_rep2_SL35877"	"MDA231_DEX_4hr_rep3_SL35878"	"MDA231_EtoH_4hr_rep1_SL35879"	"MDA231_EtoH_4hr_rep2_SL35880"	"MDA231_EtoH_4hr_rep3_SL35881"
"47"	"ENSG00000004766"	"VPS50"	33.1295113339931	31.3943455564044	32.7399940878611	25.4144237442722	32.4265639867008	33.7838741067034
"48"	"ENSG00000004777"	"ARHGAP33"	17.1873676505236	39.6368764360782	19.4600825183162	58.3524439950915	34.8493346671963	29.2711926518481
"49"	"ENSG00000004779"	"NDUFAB1"	20.1283900463949	17.9309679115592	17.5380990597171	16.9191779258606	16.4312475216995	17.0992000846811
"50"	"ENSG00000004799"	"PDK4"	120.008459824843	119.594620841317	134.406291518588	2.77232051366842	3.5545147700003	3.49520839196513
"51"	"ENSG00000004838"	"ZMYND10"	1.12234002293696	0.831179584504916	0.894716437623734	1.61347271052728	1.24911014323124	1.05515725040457
"52"	"ENSG00000004864"	"SLC25A13"	49.1290008580505	44.9702787699847	48.0413020535188	38.1439211510841	40.6170378788949	42.9788158602289
"53"	"ENSG00000004866"	"ST7"	38.4872512975023	33.1865765354932	37.0561724582497	34.8545762329373	35.8804792820785	37.486345529998
"54"	"ENSG00000004897"	"CDC27"	140.317079655943	138.105682837895	142.889528853094	123.764945375474	147.420146769942	146.534963149934
"55"	"ENSG00000004961"	"HCCS"	39.0033638627945	33.2644996215405	37.1555853957634	33.1519613837069	34.1367550552859	35.4985046386108
"56"	"ENSG00000004975"	"DVL2"	58.2961430891925	79.7499495091123	62.1496547690116	116.464204215685	89.8940138648896	71.6470615118458
"57"	"ENSG00000005001"	"PRSS22"	0.286729202940098	0.510829119643646	0.430789395892909	2.52272252529956	1.72695764768882	1.65810425063575
"58"	"ENSG00000005007"	"UPF1"	157.086641896468	200.253673020981	165.431412434337	285.121130642072	223.062568396623	189.005042478718
"59"	"ENSG00000005020"	"SKAP2"	32.9492815492879	33.2385252595247	33.3281873014841	28.7572539456409	36.366710076088	33.7556109660675
"60"	"ENSG00000005022"	"SLC25A5"	250.117979856118	219.102401723765	236.478525110829	212.060233760958	201.542664116927	221.922180272589
"61"	"ENSG00000005059"	"MCUB"	36.4228010363336	32.5718499677864	34.537711374568	28.4185138185689	33.0050109657811	33.209190247108
"62"	"ENSG00000005075"	"POLR2J"	27.6488874263666	26.2600799979522	26.8829151860094	27.2418375876871	23.5654269303558	26.8499836040448
"63"	"ENSG00000005100"	"DHX33"	53.0449025439182	52.3729719444816	52.523168653097	48.0208701193948	51.3141153471034	49.8561800816158
"64"	"ENSG00000005108"	"THSD7A"	0	0.0173162413438524	0	0.0178284277406329	0.016766579103775	0.0282631406358366
"65"	"ENSG00000005156"	"LIG3"	45.3195985904178	45.6542703030669	48.6792017358987	42.0750894678937	45.009881604084	44.043394157512
"66"	"ENSG00000005175"	"RPAP3"	28.6319589793041	24.3552934501284	27.2060072329291	22.4638189531975	26.3822122197899	28.4892457609233
"67"	"ENSG00000005187"	"ACSM3"	3.16221349528223	3.24679525197233	3.3966086983864	2.38009510337449	2.92576805360874	3.34447164190733
"68"	"ENSG00000005189"	"REXO5"	3.46532722410462	2.62341056359364	3.27234252649421	2.22855346757911	2.92576805360874	3.34447164190733
"69"	"ENSG00000005194"	"CIAPIN1"	35.1120389657503	30.6151146959311	30.1635421239631	27.0724675241511	28.1594696047901	27.1231939635245
"70"	"ENSG00000005206"	"SPPL2B"	39.9372818380851	63.9142468001593	41.3392131828003	95.9080270307348	62.6064063734958	54.6043877084363
"71"	"ENSG00000005238"	"FAM214B"	18.2687463587548	27.3077125992553	20.7855883518329	36.9048454231101	31.1020042375026	27.207983385432
"72"	"ENSG00000005243"	"COPZ2"	2.35937172704995	1.9480771511834	1.90541463568017	1.94329862372899	1.55929185665107	1.75231471942187
"73"	"ENSG00000005249"	"PRKAR2B"	1.90879726528694	2.09526520260614	2.12080933362663	1.89872755437741	1.89462343872657	1.77115681317909
"74"	"ENSG00000005302"	"MSL3"	26.8378533951932	22.6669599191028	26.7089425453604	20.8592604565405	23.3306948229029	23.0438806650854
"75"	"ENSG00000005339"	"CREBBP"	100.461720447269	124.581698348346	112.841968489564	142.056912237363	127.828399087181	121.088715530803
"76"	"ENSG00000005379"	"TSPOAP1"	8.31514688526285	14.433087160101	10.6371843139711	21.5278264968142	16.8001122619825	13.9525704272247
"77"	"ENSG00000005436"	"GCFC2"	19.964544787572	18.4677713932186	19.4683669297757	16.4645530184745	18.6779691216053	19.0116726010394
"78"	"ENSG00000005448"	"WDR54"	50.3004944586344	56.909827176571	53.8155368407757	69.5576108300793	60.5608837228353	60.9164891171065
"79"	"ENSG00000005483"	"KMT2E"	74.0334801991334	73.2650171258396	75.5786857448271	65.1450749642727	77.0172811131904	79.6737934524234
"80"	"ENSG00000005486"	"RHBDD2"	29.5413001657713	32.2082088995655	28.2912651341209	37.5466688217729	33.9439393955925	33.2374533877438
"81"	"ENSG00000005700"	"IBTK"	64.956452860344	64.4423921611468	65.8942087486961	65.3590160971603	76.0112863669639	75.8300063259496
"82"	"ENSG00000005801"	"ZNF195"	10.7564412417243	12.7967023531069	11.8549927985145	11.6419633146333	12.4994847218643	12.6524659579762
"83"	"ENSG00000005810"	"MYCBP2"	60.85212912683	63.3428108358121	73.259050536173	57.942390157057	62.8495217705006	67.3322220414414
"84"	"ENSG00000005812"	"FBXL3"	48.2360441974657	45.1347830627513	49.358523475576	35.4429143483782	41.1200352520082	36.6761354984373
"85"	"ENSG00000005882"	"PDK2"	31.1060223875301	37.2645513719704	33.8998116921881	46.817451246902	42.2098628937535	36.5819250296512
"86"	"ENSG00000005884"	"ITGA3"	1568.09743409057	2111.95805926162	1709.04923085614	2727.0095645656	2285.06676631618	2020.27755579024
"87"	"ENSG00000005889"	"ZFX"	59.3119836938946	61.6285029427707	62.0336730085789	49.9819971708644	62.9501212451232	58.184385522309
"88"	"ENSG00000005893"	"LAMP2"	190.699496743989	174.530396504688	191.792409698399	152.96791001463	176.359262303057	169.465791252476
"90"	"ENSG00000005961"	"ITGA2B"	0.196614310587496	0.380957309564753	0.190541463568017	0.588338115440886	0.394014608938712	0.263789312601142
"91"	"ENSG00000006007"	"GDE1"	61.3108958515341	57.5072375029339	60.998121576144	53.859680204452	58.9009923915615	63.4507507274532
"92"	"ENSG00000006015"	"REX1BD"	7.41399796173682	7.64512055331084	6.62752916758322	8.6111305987257	7.5114274384912	7.51799540913254
"93"	"ENSG00000006016"	"CRLF1"	0.0901148923526023	0.0606068447034835	0.0248532343784371	0.106970566443797	0.050299737311325	0.0659473281502854
"94"	"ENSG00000006025"	"OSBPL7"	10.6089805087836	14.5716170908518	11.2005242932156	20.1639517746558	16.9677780530203	15.6106746778604
"95"	"ENSG00000006047"	"YBX2"	0	0	0	0.0178284277406329	0.016766579103775	0
"96"	"ENSG00000006062"	"MAP3K14"	45.1229842798303	58.788639362379	50.0461296267128	96.0149975971785	79.7167003488982	76.1503219198224
"98"	"ENSG00000006118"	"TMEM132A"	108.490138129592	318.679447571588	132.401463945394	621.68618952974	327.5602726609	226.387756493051
"99"	"ENSG00000006125"	"AP2B1"	538.387328229152	507.945965459895	559.636847322186	447.689648995033	534.317342879101	521.746997184422
"100"	"ENSG00000006194"	"ZNF263"	14.1070767846528	14.5802752115237	13.1473609861932	15.9029575446446	14.2096757904493	14.0373598491322
"101"	"ENSG00000006210"	"CX3CL1"	0.827418557055712	1.08226508399078	0.919569672002171	7.15811373786411	5.91860242363257	4.50326040797663
"102"	"ENSG00000006282"	"SPATA20"	96.6523181796365	128.001656013757	105.013199660356	150.400616419979	124.13975168435	108.360881197798
"103"	"ENSG00000006327"	"TNFRSF12A"	76.2535834561838	88.4859932670858	79.9445705839725	136.369643788101	110.55043932074	107.456460697451
"104"	"ENSG00000006432"	"MAP3K9"	17.4413278016991	21.35092557697	18.2422740337728	26.421729911618	23.171412321417	19.6994090231781
"105"	"ENSG00000006451"	"RALA"	47.6707780545266	43.4724238937415	45.986768011568	43.6083342535881	45.9655766129991	48.9329174875118
"106"	"ENSG00000006453"	"BAIAP2L1"	53.4627079539166	47.1434670586382	49.7810284600094	52.6830039735703	55.3045611738018	54.5949666615577
"107"	"ENSG00000006459"	"KDM7A"	5.21847149350979	4.36369281865081	5.38486744866136	4.24316580227063	5.95213558184012	6.10483837734071
"108"	"ENSG00000006530"	"AGK"	43.7384918427767	36.5805598388882	40.7758732035557	36.5215342266865	42.8218430310413	40.2184491247955
"109"	"ENSG00000006534"	"ALDH3B1"	21.9224956305058	28.389977683246	24.3893073367062	33.9364122042948	27.6816221003325	24.4570376968773
"110"	"ENSG00000006555"	"TTC22"	0.614419720585925	0.961051394583809	0.662752916758321	1.71152906310076	1.0730610626416	1.13052562543346
"111"	"ENSG00000006576"	"PHTF2"	68.782239653859	68.5290251182959	68.9097345199465	51.8628962975011	63.9393494122459	58.5800694912107
"112"	"ENSG00000006607"	"FARP2"	17.8181718969918	18.1301046870135	17.9440352212316	14.8421660940769	15.8947169903787	15.7708324747968
"113"	"ENSG00000006625"	"GGCT"	22.0126105228584	19.5240621151936	20.8850012893466	20.3778929075434	19.1139001783035	21.8097235239872
"114"	"ENSG00000006634"	"DBF4"	32.7444749757592	28.164866545776	32.4666085096983	27.3488081541309	32.0912324046253	33.501242700345
"115"	"ENSG00000006638"	"TBXA2R"	7.49592059114828	11.4633517696303	8.21813616780319	8.16541990520988	8.15694073398653	6.29325931491295
"116"	"ENSG00000006652"	"IFRD1"	74.8445142303068	67.2649395001947	71.7181500047099	60.0996299136736	67.9549451076	75.1422699038109
"117"	"ENSG00000006695"	"COX10"	15.6226454287648	13.5239844895487	14.7462523978727	12.5512131294056	12.3569687994822	12.0589400046236
"118"	"ENSG00000006704"	"GTF2IRD1"	53.0285180180359	66.1913325368759	56.7647873203502	71.6970221589553	57.375233693118	52.352757504448
"119"	"ENSG00000006712"	"PAF1"	75.8357780461854	68.0701447226838	72.1986458693597	72.6508430430791	72.054373698473	72.4007452621348
"120"	"ENSG00000006715"	"VPS41"	33.6538161622264	31.4809267631237	33.1873523066729	27.491435576056	32.8541117538471	32.5591380124838
"121"	"ENSG00000006740"	"ARHGAP44"	0.286729202940098	0.346324826877048	0.16568822918958	0.0891421387031646	0.285031844764175	0.263789312601142
"122"	"ENSG00000006744"	"ELAC2"	165.213366734085	166.573583607188	160.162526746108	173.987626320837	160.623827814164	153.308695855656
"123"	"ENSG00000006747"	"SCIN"	0.0983071552937479	0.138529930750819	0.124266171892185	0.0534852832218987	0.108982764174537	0.235526171965305
"124"	"ENSG00000006756"	"ARSD"	8.42983856643889	9.48930025643112	8.94716437623734	7.40771172623298	8.49227231606203	8.36588962820764
"125"	"ENSG00000006831"	"ADIPOR2"	61.2535500109461	62.6674774234019	68.6529177647026	61.8646442599962	65.2052261345809	63.5543822431179
"126"	"ENSG00000006837"	"CDKL3"	30.4424490892973	28.6583794240757	29.9564318374761	30.5846677890558	30.5822402852856	30.3828761835244
"127"	"ENSG00000007047"	"MARK4"	22.0371873116818	27.6107468227727	23.6685635397316	36.0401666776894	29.7355280405449	25.7100369317327
"128"	"ENSG00000007062"	"PROM1"	0.0163845258822913	0	0	0.115884780314114	0.016766579103775	0
"129"	"ENSG00000007080"	"CCDC124"	47.859200102173	47.1348089379663	45.4565656781614	46.8352796746427	39.6697261595316	45.9558666738703
"130"	"ENSG00000007168"	"PAFAH1B1"	155.136883316475	145.742145270534	158.439369162536	114.734846724843	133.51226940336	134.183970692074
"131"	"ENSG00000007202"	"KIAA0100"	502.40690939164	502.777067418755	530.64140721401	494.319901750658	534.803573673111	512.024476805695
"132"	"ENSG00000007255"	"TRAPPC6A"	0.409613147057283	0.614726567706761	0.364514104217077	0.722051323495633	0.561680399976462	0.546420718959508
"133"	"ENSG00000007341"	"ST7L"	19.7105846363965	17.6625661707295	20.1145510236151	19.040760826996	17.7138908231383	21.4423026957214
"134"	"ENSG00000007372"	"PAX6"	1.74495200646403	1.37664118683627	1.74801081795007	1.26581836958494	1.96168975514167	1.82768309445077
"135"	"ENSG00000007376"	"RPUSD1"	39.4703228504398	59.022408620521	39.9722852919863	91.1389226101155	60.9381317526702	52.9180203171647
"136"	"ENSG00000007384"	"RHBDF1"	70.7483827597339	109.023055500895	70.5417635774639	133.80235019345	94.4042236438051	89.3303665030009
"137"	"ENSG00000007392"	"LUC7L"	34.6368877151639	28.4505845279495	30.9422768011541	27.9638889111827	26.2145464287522	30.4205603710388
"138"	"ENSG00000007402"	"CACNA2D2"	0.860187608820295	1.2207950147416	0.903000849083213	1.44410264699127	0.897011982051962	0.904420500346771
"139"	"ENSG00000007516"	"BAIAP3"	5.77554537350769	7.15160767501105	5.84879449039219	8.76267223452108	7.74615954594405	7.13173248710944
"140"	"ENSG00000007520"	"TSR3"	28.910495919303	32.1995507788936	28.448668951851	35.0506889380843	29.80259435696	30.561876074218
"141"	"ENSG00000007541"	"PIGQ"	54.0689354115614	90.5206516249885	58.0902931538669	133.597323274433	92.7610988916351	75.6886906227704
"142"	"ENSG00000007545"	"CRAMP1"	33.7930846322259	41.1607056743372	35.14247341111	57.4431941803192	46.1500089831407	39.6626073589574
"143"	"ENSG00000007866"	"TEAD3"	101.510330103736	131.741964144029	109.461928614096	122.846781346831	98.2689201272252	90.6587341128852
"144"	"ENSG00000007923"	"DNAJC11"	99.5687637866844	95.5510197353776	98.9987169407743	93.9736426208761	94.3623071960457	96.1229413024803
"145"	"ENSG00000007944"	"MYLIP"	8.86402850231961	9.23821475694526	9.51050435548191	12.4442425629618	11.7449886621944	11.9741505827161
"146"	"ENSG00000007968"	"E2F2"	7.05353839232641	7.67975303599855	6.99204327180029	16.1258128914025	13.9665603934446	12.7466764267623
"147"	"ENSG00000008018"	"PSMB1"	132.247700658914	116.503671761439	130.123250794037	107.184507576685	103.340810306117	118.479085545427
"148"	"ENSG00000008083"	"JARID2"	76.8925799655932	81.89716343575	75.8272180886115	61.4456762080913	57.7860148811605	58.646016819361
"149"	"ENSG00000008128"	"CDK11A"	118.902504327788	124.079527349374	111.019397968478	140.2740694633	118.875045845765	131.498972331669
"150"	"ENSG00000008130"	"NADK"	135.680258831254	155.673009681233	141.68000478001	171.135077882335	145.433307146144	127.48560636138
"151"	"ENSG00000008226"	"DLEC1"	5.74277632174311	5.77496648817478	5.18604157363387	5.65161159378063	4.64434241174567	5.64320708028871
"152"	"ENSG00000008256"	"CYTH3"	119.279348423081	120.737492770011	121.466040818881	90.0335600901962	85.4341038232855	81.6145291094175
"153"	"ENSG00000008282"	"SYPL1"	114.871910960744	103.282721495408	115.12846605238	89.9087610960118	102.435415034513	106.476671822075
"154"	"ENSG00000008283"	"CYB561"	44.2382198821866	54.5201858711193	49.6981843454146	72.4369019101915	61.9692763675524	52.7484414733497
"155"	"ENSG00000008294"	"SPAG9"	149.541567727673	142.824358604095	151.737280291818	121.046110145027	149.415369683291	149.474329776061
"156"	"ENSG00000008300"	"CELSR3"	14.5166899317101	24.1215241919864	19.1866969401534	37.9210658043262	23.624109957219	22.2242495866462
"157"	"ENSG00000008323"	"PLEKHG6"	0.671765561173944	1.01300011861537	0.861578791785818	0.891421387031646	0.670663164151	0.480473390809222
"158"	"ENSG00000008324"	"SS18L2"	8.33153141114514	8.14729155228256	8.18499852196527	6.89068732175462	6.69824835195811	8.42241590947931
"159"	"ENSG00000008382"	"MPND"	9.167142231142	11.73175351046	9.24540318877859	16.1614697468837	12.2479860353076	11.757466504508
"160"	"ENSG00000008394"	"MGST1"	56.3299999833176	48.3036552286763	52.8876827573141	37.6803820298277	37.8589356163239	43.3839208760092
"161"	"ENSG00000008405"	"CRY1"	75.0575130667766	62.7280842681054	72.8116923173611	67.7034543450535	67.8878787911849	70.4505885582621
"162"	"ENSG00000008441"	"NFIX"	54.4212027180306	68.3125721014978	56.4416952734306	83.6509829590496	70.4028656567512	65.0052234624242
"163"	"ENSG00000008513"	"ST3GAL1"	109.637054941352	116.114056331202	115.898916318111	57.7017063825584	62.44712387201	58.4764379755459
"164"	"ENSG00000008516"	"MMP25"	1.36810791117133	1.84417970312028	1.86399257838278	2.08592604565405	1.49222554023597	1.0834203910404
"165"	"ENSG00000008517"	"IL32"	27.67346421519	29.4202940432053	27.7030719204978	27.9371462695718	25.7366989242946	28.0276144638713
"166"	"ENSG00000008710"	"PKD1"	92.1138045102418	241.145976954489	118.210267115306	440.629591609742	254.793319350517	186.009149571319
"167"	"ENSG00000008735"	"MAPK8IP2"	0.385036358233846	1.20347877339774	0.215394697946454	0.98056352573481	0.695813032806662	0.593525953352569
"168"	"ENSG00000008838"	"MED24"	133.738692514203	161.768326634269	134.944778263454	164.921870814725	139.95063577921	131.621445941091
"169"	"ENSG00000008853"	"RHOBTB2"	22.5205308252094	29.3683453191737	26.5018322588734	39.4453963761503	29.7690611987525	27.6507725887268
"170"	"ENSG00000008869"	"HEATR5B"	27.5751570598963	28.9440974062493	30.9836988584515	24.451688646278	30.3475081778327	28.7341929797672
"171"	"ENSG00000008952"	"SEC62"	85.3715721096789	77.6460261858342	85.486841850364	69.744809321356	81.292758784653	82.9240546255446
"172"	"ENSG00000008988"	"RPS20"	202.537316693944	167.0324640028	178.446222837178	149.027827483951	134.006883486922	167.760581767447
"173"	"ENSG00000009307"	"CSDE1"	624.447050425887	582.016187808224	624.230403471744	492.938198600759	570.784652429812	574.561385985922
"174"	"ENSG00000009335"	"UBE3C"	269.664719233692	248.97291804191	270.00553828734	237.376601152657	262.598161923324	264.561838445188
"175"	"ENSG00000009413"	"REV3L"	26.4364325110771	30.2168411450225	30.9174235667757	30.2637560897244	36.584675604437	35.394873122946
"176"	"ENSG00000009724"	"MASP2"	1.77772105822861	2.01734211655881	1.99654316173444	1.81849962954456	1.89462343872657	2.21394601647387
"177"	"ENSG00000009780"	"FAM76A"	5.17751017880406	5.37669293726618	5.16947275071491	4.49276379063949	4.72817530726455	4.91778647063557
"178"	"ENSG00000009790"	"TRAF3IP3"	1.65483711411142	1.290059980117	1.40006553665195	1.64912956600854	1.2071936954718	1.1587887660693
"179"	"ENSG00000009830"	"POMT2"	62.6626192368232	62.7454005094492	57.6097972892171	65.858212073898	62.8579050600524	62.0093305550255
"180"	"ENSG00000009844"	"VTA1"	40.5926628733768	35.4550041515378	37.7520630208459	34.1949244065339	38.3200165416777	39.4741864213851
"181"	"ENSG00000009954"	"BAZ1B"	208.337438856275	204.123852961332	219.44577515014	200.311299879881	217.680496504311	227.669018868542
"182"	"ENSG00000010017"	"RANBP9"	92.5234176572991	82.6677361755514	88.4692299757764	87.5821512758592	100.90965633607	99.457991897509
"183"	"ENSG00000010072"	"SPRTN"	17.1054450211121	16.0434976050793	17.5795211170145	17.5610013245234	18.2252714858034	17.2028316003459
"184"	"ENSG00000010165"	"METTL13"	46.9990124933527	50.9270657922699	47.370264725301	57.550164746763	51.4817811381411	49.7808117065869
"185"	"ENSG00000010244"	"ZNF207"	162.911340847623	155.551795991826	160.60988496492	147.672866975662	156.356733432254	162.682637499876
"186"	"ENSG00000010256"	"UQCRC1"	149.959373137671	155.491189147123	149.019993333109	165.251696727926	141.518310925413	146.911805025079
"187"	"ENSG00000010270"	"STARD3NL"	45.8848647333568	39.6888251601097	41.7782869901527	36.1025661747816	37.9763016700504	41.8859744223099
"188"	"ENSG00000010278"	"CD9"	113.102382165457	113.828312473814	113.968648448053	104.920297253625	106.098912568688	100.418938679127
"189"	"ENSG00000010292"	"NCAPD2"	358.026467316889	350.636570971668	359.733998804957	340.83496733155	364.455129978757	346.798156648594
"190"	"ENSG00000010318"	"PHF7"	16.7941390293486	17.1430789304139	15.6741064813343	17.7303713880594	17.3953258201666	14.9229382557217
"191"	"ENSG00000010322"	"NISCH"	62.7035805515289	79.9490862845666	64.5687029151795	98.5109774808672	85.3418876382147	77.2620054514987
"192"	"ENSG00000010327"	"STAB1"	2.78536939998953	2.60609432224979	2.80841548476339	2.53163673916987	2.36408765363227	3.09952442306341
"193"	"ENSG00000010361"	"FUZ"	10.461519775843	12.1906339060721	9.76732111072576	13.0949801754949	11.4264236592227	10.8624670510399
"194"	"ENSG00000010404"	"IDS"	202.897776263355	195.076116859169	208.286672914221	194.713173569322	221.511659829523	223.994810585884
"195"	"ENSG00000010539"	"ZNF200"	6.4227341458582	5.29876985121884	5.5671245007699	5.46441310250399	5.72578676393916	6.78315375260079
"196"	"ENSG00000010626"	"LRRC23"	2.75260034822494	2.44159002948319	2.369341677411	2.3266098201526	3.05990068643894	2.59078789161836
"197"	"ENSG00000010704"	"HFE"	33.686585213991	37.3597906993616	36.2525845466802	36.1917083134848	41.3380007803572	34.3585579662987
"198"	"ENSG00000010803"	"SCMH1"	57.3949941656665	60.0354087391363	60.2111024874935	58.6733556944229	56.6961872394151	58.9474903194766
"199"	"ENSG00000010818"	"HIVEP2"	84.7243833373284	85.6721040487098	91.4101960438915	40.8003568844384	48.5643963740843	47.2465500962402
"200"	"ENSG00000011007"	"ELOA"	85.1749577990914	77.5074962550834	81.4771867039762	65.5462145884369	74.9130754356667	74.2001652159497
